     #MC step,      Etot,     sig666,   sig655,   sig555,   sig544,   sig533,   sig532,   sig522,   sig521,   sig444,   sig433,   sig422,   sig421,   sig411,   sig400,   sig322,   sig311,   sig300,   sig211,   sig200,   sig100,   sig000
       899,     -141.469910, 0.000000, 0.000000, 0.113043, 0.043478, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026087, 0.278261, 0.013043, 0.000000, 0.000000, 0.239130, 0.208696, 0.021739, 0.026087, 0.030435, 0.000000, 0.000000
       900,     -140.746506, 0.000000, 0.000000, 0.108374, 0.083744, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.187192, 0.059113, 0.024631, 0.004926, 0.000000, 0.206897, 0.152709, 0.004926, 0.039409, 0.123153, 0.004926, 0.000000
       901,     -141.018738, 0.000000, 0.000000, 0.057522, 0.075221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.141593, 0.101770, 0.044248, 0.000000, 0.000000, 0.203540, 0.243363, 0.017699, 0.035398, 0.079646, 0.000000, 0.000000
       902,     -141.291626, 0.000000, 0.000000, 0.088106, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008811, 0.325991, 0.008811, 0.000000, 0.000000, 0.207048, 0.242291, 0.013216, 0.013216, 0.070485, 0.004405, 0.000000
       903,     -141.271439, 0.000000, 0.000000, 0.087719, 0.008772, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.333333, 0.000000, 0.000000, 0.000000, 0.201754, 0.245614, 0.043860, 0.000000, 0.078947, 0.000000, 0.000000
       904,     -140.105774, 0.000000, 0.000000, 0.040724, 0.054299, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.144796, 0.113122, 0.049774, 0.009050, 0.000000, 0.180995, 0.221719, 0.045249, 0.045249, 0.095023, 0.000000, 0.000000
       905,     -141.377060, 0.000000, 0.000000, 0.088496, 0.008850, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008850, 0.314159, 0.013274, 0.004425, 0.000000, 0.194690, 0.230089, 0.030973, 0.022124, 0.079646, 0.004425, 0.000000
       906,     -141.813171, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
       907,     -140.329926, 0.004367, 0.000000, 0.157205, 0.061135, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.196507, 0.078603, 0.021834, 0.008734, 0.000000, 0.222707, 0.135371, 0.013100, 0.052402, 0.048035, 0.000000, 0.000000
       908,     -141.150574, 0.000000, 0.000000, 0.084071, 0.044248, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.079646, 0.230089, 0.039823, 0.000000, 0.000000, 0.199115, 0.194690, 0.026549, 0.048673, 0.053097, 0.000000, 0.000000
       909,     -141.765030, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
       910,     -141.156174, 0.000000, 0.000000, 0.013761, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.229358, 0.220183, 0.000000, 0.000000, 0.059633, 0.201835, 0.041284, 0.114679, 0.110092, 0.009174, 0.000000
       911,     -141.427536, 0.000000, 0.000000, 0.083700, 0.030837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013216, 0.308370, 0.008811, 0.004405, 0.000000, 0.198238, 0.233480, 0.026432, 0.026432, 0.057269, 0.008811, 0.000000
       912,     -140.329926, 0.000000, 0.000000, 0.069519, 0.048128, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.181818, 0.069519, 0.032086, 0.005348, 0.000000, 0.229947, 0.171123, 0.005348, 0.032086, 0.155080, 0.000000, 0.000000
       913,     -140.378265, 0.000000, 0.000000, 0.031674, 0.072398, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.167421, 0.113122, 0.040724, 0.009050, 0.000000, 0.194570, 0.208145, 0.013575, 0.063348, 0.076923, 0.009050, 0.000000
       914,     -140.782593, 0.000000, 0.000000, 0.057778, 0.053333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.071111, 0.222222, 0.022222, 0.004444, 0.000000, 0.200000, 0.244444, 0.022222, 0.040000, 0.062222, 0.000000, 0.000000
       915,     -139.766556, 0.000000, 0.000000, 0.018349, 0.050459, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.096330, 0.146789, 0.068807, 0.009174, 0.000000, 0.133028, 0.243119, 0.041284, 0.036697, 0.151376, 0.004587, 0.000000
       916,     -141.362366, 0.004329, 0.000000, 0.129870, 0.034632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030303, 0.277056, 0.000000, 0.000000, 0.000000, 0.246753, 0.194805, 0.030303, 0.008658, 0.043290, 0.000000, 0.000000
       917,     -141.766891, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.237069, 0.012931, 0.012931, 0.012931, 0.004310, 0.000000
       918,     -141.129410, 0.000000, 0.000000, 0.028169, 0.089202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.131455, 0.093897, 0.070423, 0.018779, 0.000000, 0.206573, 0.201878, 0.032864, 0.061033, 0.065728, 0.000000, 0.000000
       919,     -141.759903, 0.000000, 0.000000, 0.099567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008658, 0.372294, 0.000000, 0.000000, 0.000000, 0.229437, 0.233766, 0.021645, 0.012987, 0.021645, 0.000000, 0.000000
       920,     -141.158936, 0.000000, 0.000000, 0.057778, 0.026667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035556, 0.280000, 0.013333, 0.013333, 0.000000, 0.213333, 0.217778, 0.031111, 0.040000, 0.071111, 0.000000, 0.000000
       921,     -141.156174, 0.000000, 0.000000, 0.081818, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.145455, 0.109091, 0.040909, 0.013636, 0.000000, 0.227273, 0.122727, 0.050000, 0.081818, 0.072727, 0.004545, 0.000000
       922,     -141.156296, 0.000000, 0.000000, 0.013761, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.229358, 0.220183, 0.000000, 0.000000, 0.059633, 0.201835, 0.041284, 0.114679, 0.110092, 0.009174, 0.000000
       923,     -140.782593, 0.000000, 0.000000, 0.173469, 0.086735, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.168367, 0.061224, 0.005102, 0.000000, 0.000000, 0.280612, 0.081633, 0.005102, 0.076531, 0.056122, 0.005102, 0.000000
       924,     -141.559921, 0.000000, 0.000000, 0.087719, 0.030702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.302632, 0.017544, 0.000000, 0.000000, 0.192982, 0.245614, 0.017544, 0.035088, 0.039474, 0.004386, 0.000000
       925,     -141.559921, 0.000000, 0.000000, 0.031414, 0.041885, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.099476, 0.099476, 0.073298, 0.010471, 0.000000, 0.172775, 0.246073, 0.047120, 0.031414, 0.146597, 0.000000, 0.000000
       926,     -140.920868, 0.008696, 0.000000, 0.056522, 0.117391, 0.000000, 0.000000, 0.000000, 0.000000, 0.017391, 0.130435, 0.126087, 0.065217, 0.000000, 0.000000, 0.186957, 0.186957, 0.004348, 0.060870, 0.039130, 0.000000, 0.000000
       927,     -141.776779, 0.000000, 0.000000, 0.090909, 0.017316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.329004, 0.000000, 0.000000, 0.000000, 0.229437, 0.255411, 0.012987, 0.000000, 0.038961, 0.000000, 0.000000
       928,     -141.559921, 0.000000, 0.000000, 0.132979, 0.095745, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.196809, 0.021277, 0.021277, 0.010638, 0.000000, 0.260638, 0.101064, 0.000000, 0.101064, 0.053191, 0.005319, 0.000000
       929,     -141.158936, 0.004405, 0.000000, 0.127753, 0.079295, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.110132, 0.114537, 0.066079, 0.000000, 0.000000, 0.189427, 0.136564, 0.022026, 0.083700, 0.066079, 0.000000, 0.000000
       930,     -141.560120, 0.000000, 0.000000, 0.091703, 0.026201, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026201, 0.310044, 0.017467, 0.000000, 0.000000, 0.200873, 0.244541, 0.017467, 0.021834, 0.043668, 0.000000, 0.000000
       931,     -141.759949, 0.000000, 0.000000, 0.099567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008658, 0.372294, 0.000000, 0.000000, 0.000000, 0.229437, 0.233766, 0.021645, 0.012987, 0.021645, 0.000000, 0.000000
       932,     -141.767075, 0.004329, 0.000000, 0.090909, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017316, 0.329004, 0.008658, 0.000000, 0.000000, 0.233766, 0.238095, 0.012987, 0.025974, 0.012987, 0.004329, 0.000000
       933,     -140.329926, 0.000000, 0.000000, 0.058511, 0.031915, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.090426, 0.223404, 0.021277, 0.000000, 0.000000, 0.164894, 0.117021, 0.031915, 0.095745, 0.164894, 0.000000, 0.000000
       934,     -141.759415, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.232759, 0.012931, 0.017241, 0.017241, 0.000000, 0.000000
       935,     -140.603638, 0.004405, 0.000000, 0.101322, 0.066079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.118943, 0.167401, 0.017621, 0.008811, 0.000000, 0.264317, 0.154185, 0.008811, 0.030837, 0.052863, 0.004405, 0.000000
       936,     -141.765320, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
       937,     -141.351379, 0.000000, 0.000000, 0.168103, 0.043103, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038793, 0.237069, 0.000000, 0.004310, 0.000000, 0.267241, 0.176724, 0.021552, 0.008621, 0.034483, 0.000000, 0.000000
       938,     -141.766434, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.237069, 0.012931, 0.012931, 0.012931, 0.004310, 0.000000
       939,     -140.329926, 0.000000, 0.000000, 0.054054, 0.067568, 0.004505, 0.000000, 0.000000, 0.000000, 0.000000, 0.162162, 0.040541, 0.040541, 0.027027, 0.004505, 0.220721, 0.198198, 0.040541, 0.049550, 0.081081, 0.009009, 0.000000
       940,     -141.093567, 0.000000, 0.000000, 0.018349, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.243119, 0.206422, 0.000000, 0.000000, 0.077982, 0.224771, 0.013761, 0.114679, 0.091743, 0.009174, 0.000000
       941,     -140.206604, 0.000000, 0.000000, 0.114537, 0.110132, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.189427, 0.079295, 0.039648, 0.000000, 0.000000, 0.211454, 0.118943, 0.000000, 0.096916, 0.039648, 0.000000, 0.000000
       942,     -140.902557, 0.000000, 0.000000, 0.084071, 0.061947, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.106195, 0.181416, 0.035398, 0.000000, 0.000000, 0.221239, 0.190265, 0.022124, 0.044248, 0.053097, 0.000000, 0.000000
       943,     -141.560120, 0.000000, 0.000000, 0.128079, 0.073892, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.162562, 0.088670, 0.024631, 0.004926, 0.000000, 0.246305, 0.108374, 0.024631, 0.049261, 0.078818, 0.004926, 0.004926
       944,     -141.385529, 0.000000, 0.000000, 0.075221, 0.008850, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017699, 0.300885, 0.013274, 0.004425, 0.000000, 0.203540, 0.234513, 0.048673, 0.013274, 0.079646, 0.000000, 0.000000
       945,     -141.726044, 0.000000, 0.000000, 0.095238, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034632, 0.303030, 0.004329, 0.000000, 0.000000, 0.229437, 0.242424, 0.012987, 0.008658, 0.038961, 0.000000, 0.000000
       946,     -140.902557, 0.000000, 0.000000, 0.053571, 0.044643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.084821, 0.156250, 0.044643, 0.017857, 0.000000, 0.209821, 0.250000, 0.040179, 0.031250, 0.066964, 0.000000, 0.000000
       947,     -140.941086, 0.000000, 0.000000, 0.062222, 0.057778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.084444, 0.204444, 0.017778, 0.004444, 0.000000, 0.222222, 0.222222, 0.026667, 0.035556, 0.062222, 0.000000, 0.000000
       948,     -141.385605, 0.000000, 0.000000, 0.075221, 0.008850, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017699, 0.300885, 0.013274, 0.004425, 0.000000, 0.203540, 0.234513, 0.048673, 0.013274, 0.079646, 0.000000, 0.000000
       949,     -141.777161, 0.000000, 0.000000, 0.090909, 0.017316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.329004, 0.000000, 0.000000, 0.000000, 0.229437, 0.255411, 0.012987, 0.000000, 0.038961, 0.000000, 0.000000
       950,     -141.759949, 0.000000, 0.000000, 0.028571, 0.045714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.097143, 0.108571, 0.102857, 0.011429, 0.000000, 0.188571, 0.211429, 0.017143, 0.108571, 0.074286, 0.005714, 0.000000
       951,     -141.501160, 0.000000, 0.000000, 0.053333, 0.026667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.280000, 0.084444, 0.000000, 0.000000, 0.200000, 0.240000, 0.008889, 0.071111, 0.031111, 0.004444, 0.000000
       952,     -141.728073, 0.000000, 0.000000, 0.095238, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034632, 0.303030, 0.004329, 0.000000, 0.000000, 0.229437, 0.242424, 0.012987, 0.008658, 0.038961, 0.000000, 0.000000
       953,     -142.351517, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
       954,     -141.813232, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
       955,     -140.960236, 0.004405, 0.000000, 0.083700, 0.066079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.096916, 0.185022, 0.030837, 0.000000, 0.000000, 0.259912, 0.180617, 0.022026, 0.035242, 0.035242, 0.000000, 0.000000
       956,     -140.208527, 0.000000, 0.000000, 0.071111, 0.071111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.128889, 0.115556, 0.044444, 0.008889, 0.000000, 0.231111, 0.217778, 0.008889, 0.017778, 0.084444, 0.000000, 0.000000
       957,     -140.782593, 0.000000, 0.000000, 0.112745, 0.083333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.147059, 0.083333, 0.049020, 0.000000, 0.000000, 0.191176, 0.147059, 0.009804, 0.102941, 0.063725, 0.009804, 0.000000
       958,     -140.208527, 0.000000, 0.000000, 0.041096, 0.054795, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.168950, 0.091324, 0.050228, 0.009132, 0.000000, 0.187215, 0.187215, 0.018265, 0.050228, 0.136986, 0.004566, 0.000000
       959,     -140.960175, 0.004405, 0.000000, 0.083700, 0.066079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.096916, 0.185022, 0.030837, 0.000000, 0.000000, 0.259912, 0.180617, 0.022026, 0.035242, 0.035242, 0.000000, 0.000000
       960,     -142.351517, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
       961,     -141.813232, 0.000000, 0.000000, 0.049261, 0.044335, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.137931, 0.123153, 0.049261, 0.004926, 0.000000, 0.211823, 0.197044, 0.024631, 0.083744, 0.068966, 0.004926, 0.000000
       962,     -141.813232, 0.000000, 0.000000, 0.125654, 0.047120, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.125654, 0.141361, 0.057592, 0.000000, 0.000000, 0.219895, 0.125654, 0.005236, 0.073298, 0.078534, 0.000000, 0.000000
       963,     -141.501160, 0.000000, 0.000000, 0.077982, 0.096330, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.137615, 0.178899, 0.041284, 0.000000, 0.000000, 0.188073, 0.114679, 0.009174, 0.082569, 0.073394, 0.000000, 0.000000
       964,     -140.135040, 0.000000, 0.000000, 0.094170, 0.058296, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.192825, 0.125561, 0.013453, 0.004484, 0.000000, 0.174888, 0.130045, 0.022422, 0.080717, 0.089686, 0.013453, 0.000000
       965,     -141.813232, 0.000000, 0.000000, 0.090498, 0.004525, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013575, 0.339367, 0.000000, 0.000000, 0.000000, 0.199095, 0.226244, 0.031674, 0.031674, 0.063348, 0.000000, 0.000000
       966,     -141.559326, 0.000000, 0.000000, 0.066079, 0.035242, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035242, 0.268722, 0.035242, 0.004405, 0.000000, 0.215859, 0.242291, 0.013216, 0.039648, 0.044053, 0.000000, 0.000000
       967,     -141.445053, 0.004348, 0.000000, 0.104348, 0.034783, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034783, 0.282609, 0.013043, 0.000000, 0.000000, 0.221739, 0.221739, 0.021739, 0.013043, 0.047826, 0.000000, 0.000000
       968,     -141.812973, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
       969,     -140.659760, 0.000000, 0.000000, 0.053333, 0.066667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.133333, 0.182222, 0.048889, 0.008889, 0.000000, 0.217778, 0.160000, 0.008889, 0.053333, 0.066667, 0.000000, 0.000000
       970,     -141.763977, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.232759, 0.012931, 0.017241, 0.017241, 0.000000, 0.000000
       971,     -140.177979, 0.004367, 0.000000, 0.109170, 0.061135, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.161572, 0.078603, 0.048035, 0.004367, 0.000000, 0.270742, 0.196507, 0.008734, 0.008734, 0.048035, 0.000000, 0.000000
       972,     -141.813232, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
       973,     -140.434769, 0.000000, 0.000000, 0.092105, 0.078947, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.135965, 0.135965, 0.048246, 0.004386, 0.000000, 0.236842, 0.171053, 0.008772, 0.035088, 0.052632, 0.000000, 0.000000
       974,     -140.960175, 0.000000, 0.000000, 0.040909, 0.036364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054545, 0.218182, 0.040909, 0.009091, 0.000000, 0.163636, 0.245455, 0.031818, 0.022727, 0.131818, 0.004545, 0.000000
       975,     -141.123306, 0.000000, 0.000000, 0.044248, 0.070796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.115044, 0.154867, 0.066372, 0.004425, 0.000000, 0.190265, 0.230089, 0.017699, 0.030973, 0.075221, 0.000000, 0.000000
       976,     -142.351517, 0.004739, 0.000000, 0.132701, 0.061611, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.180095, 0.056872, 0.028436, 0.009479, 0.000000, 0.255924, 0.142180, 0.009479, 0.047393, 0.066351, 0.004739, 0.000000
       977,     -140.960175, 0.000000, 0.000000, 0.128319, 0.092920, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.207965, 0.066372, 0.017699, 0.000000, 0.000000, 0.269911, 0.106195, 0.000000, 0.070796, 0.039823, 0.000000, 0.000000
       978,     -142.351532, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
       979,     -140.494247, 0.000000, 0.000000, 0.123894, 0.079646, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.163717, 0.075221, 0.017699, 0.004425, 0.000000, 0.278761, 0.123894, 0.017699, 0.061947, 0.044248, 0.008850, 0.000000
       980,     -141.123627, 0.000000, 0.000000, 0.044248, 0.070796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.115044, 0.154867, 0.066372, 0.004425, 0.000000, 0.190265, 0.230089, 0.017699, 0.030973, 0.075221, 0.000000, 0.000000
       981,     -141.395187, 0.004386, 0.000000, 0.083333, 0.026316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.302632, 0.008772, 0.000000, 0.000000, 0.206140, 0.232456, 0.035088, 0.026316, 0.052632, 0.004386, 0.000000
       982,     -141.329361, 0.000000, 0.000000, 0.070485, 0.052863, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.057269, 0.255507, 0.004405, 0.004405, 0.000000, 0.242291, 0.202643, 0.022026, 0.035242, 0.048458, 0.004405, 0.000000
       983,     -140.766449, 0.004525, 0.000000, 0.036199, 0.022624, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.040724, 0.239819, 0.149321, 0.000000, 0.000000, 0.135747, 0.171946, 0.013575, 0.095023, 0.081448, 0.009050, 0.000000
       984,     -141.044693, 0.000000, 0.000000, 0.066079, 0.074890, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.127753, 0.154185, 0.022026, 0.013216, 0.000000, 0.211454, 0.207048, 0.026432, 0.026432, 0.070485, 0.000000, 0.000000
       985,     -141.395187, 0.000000, 0.000000, 0.092920, 0.084071, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.146018, 0.123894, 0.035398, 0.017699, 0.000000, 0.221239, 0.123894, 0.022124, 0.061947, 0.070796, 0.000000, 0.000000
       986,     -141.395187, 0.000000, 0.000000, 0.087719, 0.030702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030702, 0.298246, 0.008772, 0.004386, 0.000000, 0.201754, 0.210526, 0.035088, 0.035088, 0.057018, 0.000000, 0.000000
       987,     -142.351532, 0.000000, 0.000000, 0.096070, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017467, 0.362445, 0.000000, 0.000000, 0.000000, 0.235808, 0.253275, 0.000000, 0.034934, 0.000000, 0.000000, 0.000000
       988,     -141.559860, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
       989,     -141.339142, 0.008621, 0.000000, 0.116379, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.288793, 0.000000, 0.000000, 0.000000, 0.250000, 0.202586, 0.034483, 0.000000, 0.038793, 0.000000, 0.000000
       990,     -142.351532, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
       991,     -140.677612, 0.000000, 0.000000, 0.053097, 0.070796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.123894, 0.132743, 0.057522, 0.004425, 0.000000, 0.216814, 0.252212, 0.013274, 0.026549, 0.048673, 0.000000, 0.000000
       992,     -140.941040, 0.000000, 0.000000, 0.062222, 0.057778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.084444, 0.204444, 0.017778, 0.004444, 0.000000, 0.222222, 0.222222, 0.026667, 0.035556, 0.062222, 0.000000, 0.000000
       993,     -140.386841, 0.000000, 0.000000, 0.122807, 0.100877, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.171053, 0.048246, 0.030702, 0.000000, 0.000000, 0.298246, 0.114035, 0.008772, 0.048246, 0.057018, 0.000000, 0.000000
       994,     -140.656830, 0.000000, 0.000000, 0.079646, 0.092920, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.154867, 0.110619, 0.022124, 0.013274, 0.000000, 0.203540, 0.185841, 0.013274, 0.044248, 0.075221, 0.004425, 0.000000
       995,     -140.386841, 0.000000, 0.000000, 0.166667, 0.071429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.133333, 0.080952, 0.023810, 0.000000, 0.000000, 0.219048, 0.133333, 0.033333, 0.071429, 0.061905, 0.004762, 0.000000
       996,     -140.656830, 0.000000, 0.000000, 0.136612, 0.076503, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.191257, 0.098361, 0.010929, 0.010929, 0.000000, 0.262295, 0.054645, 0.010929, 0.087432, 0.060109, 0.000000, 0.000000
       997,     -139.880264, 0.000000, 0.000000, 0.097778, 0.088889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.204444, 0.066667, 0.022222, 0.013333, 0.000000, 0.208889, 0.142222, 0.013333, 0.057778, 0.080000, 0.004444, 0.000000
       998,     -140.773621, 0.000000, 0.000000, 0.071429, 0.049107, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.080357, 0.200893, 0.000000, 0.008929, 0.004464, 0.232143, 0.187500, 0.058036, 0.017857, 0.075893, 0.013393, 0.000000
       999,     -140.885712, 0.000000, 0.000000, 0.049107, 0.044643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.098214, 0.200893, 0.049107, 0.004464, 0.000000, 0.174107, 0.218750, 0.026786, 0.058036, 0.071429, 0.004464, 0.000000
      1000,     -140.766449, 0.000000, 0.000000, 0.058036, 0.084821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.098214, 0.165179, 0.053571, 0.004464, 0.000000, 0.165179, 0.165179, 0.044643, 0.066964, 0.089286, 0.004464, 0.000000
