     #MC step,      Etot,     sig666,   sig655,   sig555,   sig544,   sig533,   sig532,   sig522,   sig521,   sig444,   sig433,   sig422,   sig421,   sig411,   sig400,   sig322,   sig311,   sig300,   sig211,   sig200,   sig100,   sig000
      2001,     -140.699722, 0.000000, 0.000000, 0.036530, 0.018265, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054795, 0.278539, 0.118721, 0.000000, 0.000000, 0.100457, 0.164384, 0.004566, 0.091324, 0.123288, 0.009132, 0.000000
      2002,     -141.529160, 0.000000, 0.000000, 0.031111, 0.097778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.168889, 0.128889, 0.057778, 0.008889, 0.000000, 0.204444, 0.168889, 0.004444, 0.066667, 0.048889, 0.013333, 0.000000
      2003,     -140.928162, 0.000000, 0.000000, 0.097345, 0.053097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.181416, 0.084071, 0.008850, 0.004425, 0.000000, 0.247788, 0.207965, 0.026549, 0.013274, 0.075221, 0.000000, 0.000000
      2004,     -141.106415, 0.000000, 0.000000, 0.108597, 0.063348, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.199095, 0.067873, 0.031674, 0.004525, 0.000000, 0.212670, 0.122172, 0.022624, 0.081448, 0.081448, 0.004525, 0.000000
      2005,     -141.035828, 0.004405, 0.000000, 0.061674, 0.061674, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.140969, 0.136564, 0.026432, 0.000000, 0.000000, 0.277533, 0.211454, 0.017621, 0.017621, 0.044053, 0.000000, 0.000000
      2006,     -140.746735, 0.000000, 0.000000, 0.065789, 0.083333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.135965, 0.100877, 0.096491, 0.008772, 0.000000, 0.232456, 0.166667, 0.008772, 0.052632, 0.048246, 0.000000, 0.000000
      2007,     -141.381256, 0.000000, 0.000000, 0.045045, 0.054054, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085586, 0.153153, 0.058559, 0.004505, 0.000000, 0.166667, 0.207207, 0.067568, 0.036036, 0.117117, 0.004505, 0.000000
      2008,     -141.529266, 0.000000, 0.000000, 0.027149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018100, 0.294118, 0.149321, 0.000000, 0.000000, 0.104072, 0.221719, 0.004525, 0.095023, 0.076923, 0.009050, 0.000000
      2009,     -141.035828, 0.000000, 0.000000, 0.142857, 0.044335, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.147783, 0.128079, 0.034483, 0.000000, 0.000000, 0.236453, 0.088670, 0.009852, 0.083744, 0.068966, 0.014778, 0.000000
      2010,     -140.741348, 0.000000, 0.000000, 0.057522, 0.070796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.123894, 0.115044, 0.092920, 0.013274, 0.000000, 0.212389, 0.181416, 0.008850, 0.066372, 0.057522, 0.000000, 0.000000
      2011,     -141.381256, 0.000000, 0.000000, 0.047120, 0.062827, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.125654, 0.115183, 0.031414, 0.000000, 0.000000, 0.230366, 0.235602, 0.005236, 0.062827, 0.083770, 0.000000, 0.000000
      2012,     -141.517853, 0.000000, 0.000000, 0.057269, 0.044053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035242, 0.268722, 0.057269, 0.000000, 0.000000, 0.207048, 0.233480, 0.008811, 0.061674, 0.026432, 0.000000, 0.000000
      2013,     -140.451843, 0.000000, 0.000000, 0.066667, 0.080000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.142222, 0.195556, 0.044444, 0.000000, 0.000000, 0.146667, 0.142222, 0.008889, 0.084444, 0.080000, 0.008889, 0.000000
      2014,     -140.866882, 0.000000, 0.000000, 0.036036, 0.040541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.058559, 0.225225, 0.099099, 0.000000, 0.000000, 0.166667, 0.216216, 0.004505, 0.067568, 0.081081, 0.004505, 0.000000
      2015,     -141.660889, 0.012876, 0.000000, 0.094421, 0.017167, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038627, 0.317597, 0.000000, 0.000000, 0.000000, 0.240343, 0.218884, 0.021459, 0.017167, 0.021459, 0.000000, 0.000000
      2016,     -142.351379, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2017,     -141.184662, 0.000000, 0.000000, 0.065789, 0.109649, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.175439, 0.096491, 0.043860, 0.008772, 0.000000, 0.250000, 0.149123, 0.000000, 0.057018, 0.035088, 0.008772, 0.000000
      2018,     -140.768311, 0.000000, 0.000000, 0.045045, 0.049550, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.081081, 0.234234, 0.031532, 0.000000, 0.000000, 0.189189, 0.220721, 0.004505, 0.040541, 0.103604, 0.000000, 0.000000
      2019,     -141.658325, 0.008621, 0.000000, 0.090517, 0.021552, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.318966, 0.008621, 0.000000, 0.000000, 0.237069, 0.219828, 0.021552, 0.025862, 0.021552, 0.000000, 0.000000
      2020,     -141.346436, 0.000000, 0.000000, 0.044843, 0.022422, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031390, 0.273543, 0.125561, 0.000000, 0.000000, 0.152466, 0.197309, 0.000000, 0.094170, 0.049327, 0.008969, 0.000000
      2021,     -141.264267, 0.004367, 0.000000, 0.043668, 0.096070, 0.000000, 0.000000, 0.000000, 0.000000, 0.008734, 0.179039, 0.096070, 0.056769, 0.004367, 0.000000, 0.235808, 0.183406, 0.004367, 0.034934, 0.052402, 0.000000, 0.000000
      2022,     -142.351501, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2023,     -142.351410, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2024,     -141.106415, 0.004444, 0.000000, 0.031111, 0.066667, 0.000000, 0.000000, 0.000000, 0.000000, 0.004444, 0.106667, 0.146667, 0.128889, 0.000000, 0.000000, 0.186667, 0.173333, 0.008889, 0.062222, 0.080000, 0.000000, 0.000000
      2025,     -141.105576, 0.000000, 0.000000, 0.000000, 0.027397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031963, 0.123288, 0.301370, 0.000000, 0.000000, 0.031963, 0.232877, 0.004566, 0.155251, 0.086758, 0.004566, 0.000000
      2026,     -141.765305, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.232759, 0.012931, 0.017241, 0.017241, 0.000000, 0.000000
      2027,     -140.693024, 0.000000, 0.000000, 0.022624, 0.049774, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.072398, 0.190045, 0.144796, 0.004525, 0.000000, 0.122172, 0.185520, 0.009050, 0.131222, 0.063348, 0.004525, 0.000000
      2028,     -140.693024, 0.000000, 0.000000, 0.074419, 0.074419, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.186047, 0.069767, 0.060465, 0.009302, 0.000000, 0.232558, 0.139535, 0.004651, 0.074419, 0.074419, 0.000000, 0.000000
      2029,     -140.451843, 0.000000, 0.000000, 0.052133, 0.056872, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.161137, 0.132701, 0.018957, 0.004739, 0.000000, 0.165877, 0.156398, 0.047393, 0.080569, 0.118483, 0.004739, 0.000000
      2030,     -141.264267, 0.000000, 0.000000, 0.045000, 0.045000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085000, 0.220000, 0.060000, 0.000000, 0.000000, 0.150000, 0.220000, 0.005000, 0.120000, 0.050000, 0.000000, 0.000000
      2031,     -141.828094, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2032,     -141.764359, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
      2033,     -140.586090, 0.000000, 0.000000, 0.061947, 0.079646, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.146018, 0.141593, 0.035398, 0.000000, 0.000000, 0.199115, 0.199115, 0.022124, 0.026549, 0.088496, 0.000000, 0.000000
      2034,     -141.184662, 0.000000, 0.000000, 0.058296, 0.080717, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.152466, 0.076233, 0.053812, 0.008969, 0.000000, 0.228700, 0.197309, 0.017937, 0.049327, 0.076233, 0.000000, 0.000000
      2035,     -141.774948, 0.000000, 0.000000, 0.090909, 0.017316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.329004, 0.000000, 0.000000, 0.000000, 0.229437, 0.255411, 0.012987, 0.000000, 0.038961, 0.000000, 0.000000
      2036,     -141.658325, 0.000000, 0.000000, 0.071795, 0.051282, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.112821, 0.102564, 0.010256, 0.000000, 0.000000, 0.235897, 0.169231, 0.066667, 0.046154, 0.133333, 0.000000, 0.000000
      2037,     -140.836563, 0.000000, 0.000000, 0.040000, 0.062222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.182222, 0.075556, 0.062222, 0.008889, 0.000000, 0.213333, 0.235556, 0.013333, 0.031111, 0.075556, 0.000000, 0.000000
      2038,     -140.586090, 0.000000, 0.000000, 0.080000, 0.088889, 0.000000, 0.000000, 0.000000, 0.000000, 0.004444, 0.151111, 0.111111, 0.017778, 0.008889, 0.000000, 0.275556, 0.155556, 0.022222, 0.040000, 0.044444, 0.000000, 0.000000
      2039,     -140.841446, 0.000000, 0.000000, 0.040000, 0.062222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.182222, 0.075556, 0.062222, 0.008889, 0.000000, 0.213333, 0.235556, 0.013333, 0.031111, 0.075556, 0.000000, 0.000000
      2040,     -141.346436, 0.004587, 0.000000, 0.022936, 0.041284, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.073394, 0.146789, 0.087156, 0.022936, 0.000000, 0.142202, 0.238532, 0.036697, 0.055046, 0.114679, 0.013761, 0.000000
      2041,     -141.828094, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2042,     -141.805237, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2043,     -141.763992, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
      2044,     -142.351501, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2045,     -141.658325, 0.008658, 0.000000, 0.103896, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.043290, 0.277056, 0.017316, 0.000000, 0.000000, 0.220779, 0.212121, 0.025974, 0.012987, 0.047619, 0.000000, 0.000000
      2046,     -142.351501, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2047,     -141.805054, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2048,     -141.805054, 0.000000, 0.000000, 0.127753, 0.070485, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.176211, 0.101322, 0.044053, 0.000000, 0.000000, 0.255507, 0.105727, 0.008811, 0.048458, 0.061674, 0.000000, 0.000000
      2049,     -141.727097, 0.008584, 0.000000, 0.107296, 0.021459, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030043, 0.309013, 0.008584, 0.000000, 0.000000, 0.253219, 0.223176, 0.012876, 0.008584, 0.017167, 0.000000, 0.000000
      2050,     -141.346436, 0.000000, 0.000000, 0.121622, 0.099099, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.162162, 0.040541, 0.022523, 0.000000, 0.000000, 0.297297, 0.135135, 0.000000, 0.058559, 0.058559, 0.004505, 0.000000
      2051,     -142.351501, 0.000000, 0.000000, 0.035874, 0.062780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.121076, 0.116592, 0.112108, 0.000000, 0.000000, 0.201794, 0.224215, 0.004484, 0.058296, 0.053812, 0.008969, 0.000000
      2052,     -140.586090, 0.004425, 0.000000, 0.084071, 0.079646, 0.000000, 0.000000, 0.000000, 0.000000, 0.004425, 0.168142, 0.101770, 0.026549, 0.013274, 0.000000, 0.212389, 0.176991, 0.004425, 0.044248, 0.079646, 0.000000, 0.000000
      2053,     -141.370880, 0.000000, 0.000000, 0.027027, 0.027027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.045045, 0.243243, 0.139640, 0.000000, 0.000000, 0.126126, 0.207207, 0.004505, 0.072072, 0.103604, 0.004505, 0.000000
      2054,     -141.552002, 0.000000, 0.000000, 0.027149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018100, 0.294118, 0.149321, 0.000000, 0.000000, 0.104072, 0.221719, 0.004525, 0.095023, 0.076923, 0.009050, 0.000000
      2055,     -141.805420, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2056,     -140.623154, 0.000000, 0.000000, 0.116883, 0.116883, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.186147, 0.047619, 0.030303, 0.004329, 0.000000, 0.320346, 0.121212, 0.008658, 0.012987, 0.034632, 0.000000, 0.000000
      2057,     -140.623154, 0.000000, 0.000000, 0.135965, 0.074561, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.135965, 0.118421, 0.061404, 0.008772, 0.000000, 0.232456, 0.109649, 0.004386, 0.065789, 0.043860, 0.008772, 0.000000
      2058,     -141.184662, 0.000000, 0.000000, 0.074890, 0.074890, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.180617, 0.114537, 0.039648, 0.000000, 0.000000, 0.207048, 0.185022, 0.004405, 0.044053, 0.074890, 0.000000, 0.000000
      2059,     -141.765564, 0.004329, 0.000000, 0.090909, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017316, 0.329004, 0.008658, 0.000000, 0.000000, 0.233766, 0.238095, 0.012987, 0.025974, 0.012987, 0.004329, 0.000000
      2060,     -141.184662, 0.000000, 0.000000, 0.140969, 0.088106, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.136564, 0.092511, 0.013216, 0.013216, 0.000000, 0.251101, 0.140969, 0.017621, 0.044053, 0.061674, 0.000000, 0.000000
      2061,     -140.623154, 0.004425, 0.000000, 0.106195, 0.075221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.203540, 0.044248, 0.039823, 0.000000, 0.000000, 0.278761, 0.168142, 0.000000, 0.026549, 0.053097, 0.000000, 0.000000
      2062,     -142.351440, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2063,     -141.805420, 0.000000, 0.000000, 0.045918, 0.061224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.127551, 0.137755, 0.040816, 0.010204, 0.000000, 0.158163, 0.168367, 0.030612, 0.066327, 0.147959, 0.005102, 0.000000
      2064,     -142.351486, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2065,     -141.765564, 0.010204, 0.000000, 0.163265, 0.076531, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.209184, 0.066327, 0.015306, 0.000000, 0.000000, 0.244898, 0.091837, 0.000000, 0.076531, 0.040816, 0.005102, 0.000000
      2066,     -141.813126, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2067,     -141.370880, 0.004831, 0.000000, 0.120773, 0.067633, 0.000000, 0.000000, 0.000000, 0.000000, 0.004831, 0.178744, 0.072464, 0.048309, 0.000000, 0.000000, 0.178744, 0.140097, 0.009662, 0.091787, 0.082126, 0.000000, 0.000000
      2068,     -141.368958, 0.000000, 0.000000, 0.031250, 0.049107, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.053571, 0.214286, 0.142857, 0.000000, 0.000000, 0.151786, 0.196429, 0.004464, 0.066964, 0.089286, 0.000000, 0.000000
      2069,     -140.623154, 0.000000, 0.000000, 0.090000, 0.080000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.195000, 0.085000, 0.045000, 0.000000, 0.000000, 0.185000, 0.145000, 0.010000, 0.090000, 0.055000, 0.020000, 0.000000
      2070,     -141.368958, 0.000000, 0.000000, 0.175824, 0.054945, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.225275, 0.027473, 0.021978, 0.000000, 0.000000, 0.258242, 0.060440, 0.005495, 0.087912, 0.065934, 0.010989, 0.005495
      2071,     -141.805450, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2072,     -141.765564, 0.000000, 0.000000, 0.087719, 0.030702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.302632, 0.017544, 0.000000, 0.000000, 0.192982, 0.245614, 0.017544, 0.035088, 0.039474, 0.004386, 0.000000
      2073,     -140.623154, 0.000000, 0.000000, 0.085202, 0.062780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.107623, 0.130045, 0.035874, 0.004484, 0.000000, 0.237668, 0.179372, 0.026906, 0.026906, 0.103139, 0.000000, 0.000000
      2074,     -141.760574, 0.000000, 0.000000, 0.099567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008658, 0.372294, 0.000000, 0.000000, 0.000000, 0.229437, 0.233766, 0.021645, 0.012987, 0.021645, 0.000000, 0.000000
      2075,     -140.620392, 0.000000, 0.000000, 0.114035, 0.087719, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.188596, 0.061404, 0.030702, 0.004386, 0.000000, 0.307018, 0.135965, 0.004386, 0.021930, 0.039474, 0.004386, 0.000000
      2076,     -141.184662, 0.000000, 0.000000, 0.129464, 0.062500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.165179, 0.062500, 0.031250, 0.000000, 0.000000, 0.232143, 0.165179, 0.031250, 0.040179, 0.080357, 0.000000, 0.000000
      2077,     -142.351395, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2078,     -141.552002, 0.000000, 0.000000, 0.031390, 0.049327, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.080717, 0.210762, 0.121076, 0.000000, 0.000000, 0.170404, 0.174888, 0.004484, 0.080717, 0.076233, 0.000000, 0.000000
      2079,     -141.368958, 0.000000, 0.000000, 0.056338, 0.089202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.159624, 0.103286, 0.098592, 0.004695, 0.000000, 0.140845, 0.150235, 0.009390, 0.098592, 0.084507, 0.004695, 0.000000
      2080,     -140.620392, 0.004831, 0.000000, 0.140097, 0.057971, 0.000000, 0.004831, 0.000000, 0.000000, 0.000000, 0.154589, 0.072464, 0.000000, 0.009662, 0.000000, 0.231884, 0.125604, 0.048309, 0.048309, 0.091787, 0.004831, 0.004831
      2081,     -142.351303, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      2082,     -141.767487, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
      2083,     -141.184662, 0.000000, 0.000000, 0.097345, 0.066372, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.141593, 0.115044, 0.035398, 0.004425, 0.000000, 0.256637, 0.181416, 0.004425, 0.026549, 0.061947, 0.008850, 0.000000
      2084,     -141.760666, 0.000000, 0.000000, 0.099567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008658, 0.372294, 0.000000, 0.000000, 0.000000, 0.229437, 0.233766, 0.021645, 0.012987, 0.021645, 0.000000, 0.000000
      2085,     -141.804733, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2086,     -140.620392, 0.000000, 0.000000, 0.078704, 0.078704, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.152778, 0.120370, 0.032407, 0.000000, 0.000000, 0.250000, 0.189815, 0.004630, 0.032407, 0.060185, 0.000000, 0.000000
      2087,     -141.368240, 0.000000, 0.000000, 0.031250, 0.049107, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.053571, 0.214286, 0.142857, 0.000000, 0.000000, 0.151786, 0.196429, 0.004464, 0.066964, 0.089286, 0.000000, 0.000000
      2088,     -141.813232, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2089,     -141.662659, 0.008658, 0.000000, 0.086580, 0.025974, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.311688, 0.008658, 0.000000, 0.000000, 0.229437, 0.216450, 0.021645, 0.043290, 0.021645, 0.000000, 0.000000
      2090,     -140.627899, 0.004310, 0.000000, 0.163793, 0.094828, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.181034, 0.043103, 0.025862, 0.000000, 0.000000, 0.340517, 0.099138, 0.017241, 0.004310, 0.025862, 0.000000, 0.000000
      2091,     -141.804535, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      2092,     -141.552002, 0.009479, 0.000000, 0.033175, 0.061611, 0.000000, 0.000000, 0.000000, 0.000000, 0.014218, 0.080569, 0.194313, 0.085308, 0.000000, 0.000000, 0.161137, 0.194313, 0.004739, 0.090047, 0.066351, 0.004739, 0.000000
      2093,     -141.184662, 0.000000, 0.000000, 0.096916, 0.083700, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.171806, 0.061674, 0.039648, 0.013216, 0.000000, 0.220264, 0.180617, 0.004405, 0.048458, 0.074890, 0.004405, 0.000000
      2094,     -141.552048, 0.000000, 0.000000, 0.027149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018100, 0.294118, 0.149321, 0.000000, 0.000000, 0.104072, 0.221719, 0.004525, 0.095023, 0.076923, 0.009050, 0.000000
      2095,     -141.662659, 0.000000, 0.000000, 0.051163, 0.046512, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.116279, 0.120930, 0.065116, 0.004651, 0.000000, 0.172093, 0.213953, 0.018605, 0.060465, 0.125581, 0.004651, 0.000000
      2096,     -141.767502, 0.004329, 0.000000, 0.090909, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017316, 0.329004, 0.008658, 0.000000, 0.000000, 0.233766, 0.238095, 0.012987, 0.025974, 0.012987, 0.004329, 0.000000
      2097,     -140.586090, 0.000000, 0.000000, 0.040000, 0.066667, 0.000000, 0.004444, 0.000000, 0.000000, 0.000000, 0.137778, 0.137778, 0.053333, 0.004444, 0.000000, 0.182222, 0.222222, 0.022222, 0.026667, 0.102222, 0.000000, 0.000000
      2098,     -140.808441, 0.000000, 0.000000, 0.121212, 0.116883, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.173160, 0.095238, 0.021645, 0.004329, 0.000000, 0.264069, 0.108225, 0.000000, 0.051948, 0.043290, 0.000000, 0.000000
      2099,     -141.767502, 0.000000, 0.000000, 0.099526, 0.104265, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.146919, 0.123223, 0.028436, 0.000000, 0.000000, 0.222749, 0.142180, 0.000000, 0.085308, 0.042654, 0.004739, 0.000000
      2100,     -141.659180, 0.008621, 0.000000, 0.090517, 0.021552, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.318966, 0.008621, 0.000000, 0.000000, 0.237069, 0.219828, 0.021552, 0.025862, 0.021552, 0.000000, 0.000000
      2101,     -141.728088, 0.000000, 0.000000, 0.095238, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034632, 0.303030, 0.004329, 0.000000, 0.000000, 0.229437, 0.242424, 0.012987, 0.008658, 0.038961, 0.000000, 0.000000
